Report ID,Years Covered,Country Name,Lookup,Region,Country Webpage,Sector,Total Production Value (US$),Revenue Streams Covered,Includes In-kind Payments,Added to Payments by Author,Payments Received by Government from Covered Companies (US$),Payments Made by Covered Companies (US$),Proportion of Total Revenue/Production Covered (as indicated in EITI Report),Total Government Extractives Revenue (US$),Source for Total Government Extractives Revenues,Government's share,Currency,"Exchange Rate Utilized, US$1:LC",Disaggregation,In-kind Payment Volumes,In-kind Payment Value (US$),Nature of Subsidy,Amount of Subsidy (US$),Number of Companies Requested to Report,Companies Requested to Report,Number of Reporting Companies,Publication Date,Updated Date,Name of the Reconciler,EITI Report,Page of the Report,Comments
Ghana2011,2011,Ghana,2011_Ghana,Africa,http://www.gheiti.gov.gh/,"Oil, Gas, Mining",7840453223.212095,"State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,No,942698326.4100001,897711128.0,,,,0.12023518278498105,United States Dollar and Ghana Cedi,1.41,"Disaggregated by revenue stream, Disaggregated by commodity, Disaggregated by company, Disaggregated by company and revenue stream, Disaggregated by commodity and revenue stream","3,930,189 bbl of oil",444124723.69,,,18.0,"Anglogold Ashanti-Obuasi, Anglogold Ashanti-Iduaprim, Adamus Resources Ltd, GSR (Prestea/Bogosu), Gold Fields (Ghana) Ltd-Tarkwa, Abosso Goldfields Ltd, GSR(Wassa) Ltd, Chirano Goldmines, Newmont (Ghana) Ltd, Ghana Manganese Ltd, Ghana Bauxite Co. Ltd, Tullow (Ghana) Limited, Kosmos Energy Ghana HC, Ghana National Petroleum Corporation (GNPC), Saltpond Oil Fields, Anadarko (Ghana) Limited, Sabre Oil and Gas Holdings Ltd, E.O. Group Ltd",18.0,February 2013,41896.0,Boas & Associates,http://eiti.org/files/Ghana-2010-2011-EITI-Report.pdf; http://eiti.org/files/Ghana-2010-2011-Oil%26Gas-EITI-Report.pdf,"25, 31 (of oil & gas report), 29 (of mining report)","The report uses US dollars for payments by oil companies, and the local currency, the Ghana Cedi, for payments by mining companies. Materiality threshold: All oil & gas comapnies operating in the Jubilee and Saltpond field should be reconciled; the largest mining companies which paid 99% of mineral royalties in 2011 should be reconciled. The report doesn't distinguish between oil and gas producers. Oil and gas payments are only comprehensively disaggregated by revenue stream. Resolved discrepancies are not included in the final figures for mining payments, but there is insufficent information to add these retrospectively. Unilateral declarations do not appear to be included in the figures. Almost 100% of oil payments were made in kind, with the average barrel of oil being valued at $113. The Ghana National Petroleum Corporation is a SOC engaged in the in exploration, production and disposal of petroleum products. The report also includes: company and project costs; the pricing mechanism for oil; the expenditure of extractive industry revenues."
Ghana2012,2012,Ghana,2012_Ghana,Africa,http://www.gheiti.gov.gh/,"Oil, Mining",14517340000.0,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Other significant benefits to government",Does not include payments made in-kind,No,1112429755.66,1110806094.97,,,,,Ghanaian Cedi,1.95,"Disaggregated by revenue stream, Disaggregated by companies",,,,,20.0,"GNPC, Tullow, Kosmos, Saltpond, Anglogold-Obuasi, Anglogold –Iduaprim, *** (indicated as such in the report), Adamus Resources Ltd, GSR-Prestea/Bogosu, Ghana Bauxite Co., Ghana Manganese Co., Goldfields–Tarkwa, Abosso Goldfields Ltd., GSR (Wassa) Ltd., Chirano Gold Mines Ltd., Newmont Ghana Gold, Perseus Mining Co Ltd., West African Quarries Ltd.",18.0,December 2014,,Boas & Associates,https://eiti.org/files/2012-2013_Final_Oil_and_Gas_Sector_Report_0.pdf,,"Two reports, each covering both 2012 and 2013, but split between oil and gas, and mining. Unclear report. Production volume reflects exports, not production. Mining payments originally in Cedi, recalculated to USD."
Ghana2013,2013,Ghana,2013_Ghana,Africa,http://www.gheiti.gov.gh/,"Oil, Mining",14162850000.0,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Other significant benefits to government",Does not include payments made in-kind,No,1269116732.93,1215635816.86,,,,,Ghanaian Cedi,1.95,"Disaggregated by revenue stream, Disaggregated by company",,,,,21.0,"GNPC, Tullow, Kosmos, Saltpond, Anglogold-Obuasi, Anglogold–Iduaprim, Adamus Resources Ltd, GSR-Prestea/Bogosu, Ghana Bauxite Co., Ghana Manganese Co., Goldfields–Tarkwa, Abosso Goldfields Ltd., GSR (Wassa) Ltd., Chirano Gold Mines Ltd., Newmont Ghana Gold, Perseus Mining Co Ltd., Newmont Golden Ridge, West African Quarries Ltd. Prestea Sankofa Gold Ltd. ",19.0,December 2014,,Boas & Associates,https://eiti.org/files/2012-2013_Final_Oil_and_Gas_Sector_Report_0.pdf,,"Two reports, each covering both 2012 and 2013, but split between oil and gas, and mining. Unclear report. Production volume reflects exports, not production. Minng payments originally in Cedi, recalculated to USD. Payments differ from EITI website."
Guatemala2010,2010,Guatemala,2010_Guatemala,Latin America and Caribbean,http://eitiguatemala.org.gt/,"Oil, Gas, Mining",1371113691.024679,"Host government's production entitlement, Profits/Taxes, Royalties, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,155800631.0,157157449.0,,,,0.11363071641678743,,8.05,Disaggregated by revenue stream,,,,,,,8.0,April 2013,41922.0,"Ernst & Young, S.A.",http://eiti.org/files/Guatemala-2010-2011-EITI-Report-Spanish_0.pdf,,
Guatemala2011,2011,Guatemala,2011_Guatemala,Latin America and Caribbean,http://eitiguatemala.org.gt/,"Oil, Gas, Mining",1949529116.119886,"Host government's production entitlement, Profits/Taxes, Royalties, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,224641623.0,224641623.0,,,,0.11522865759866174,,7.78,Disaggregated by revenue stream,,,,,,,8.0,May 2013,41922.0,Ernst & Young S.A.,http://eiti.org/files/Guatemala-2010-2011-EITI-Report.pdf,,
Guinea2005,2005,Guinea,2005_Guinea,Africa,http://www.itie-guinee.org/,Mining,752957716.7196453,"Profits/Taxes, Royalties, Dividends, Other significant benefits to government",Does not include payments made in-kind,-,138153403.0,139444841.0,,,,0.18348095773808207,United States Dollar and Guinean Franc,3.644,"Disaggregated by revenue stream, Disaggregated by company",,,,,6.0,"Alumina Company of Guinea (ACG), Compagnie des Bauxites de Guinée (CBG), Compagnie des Bauxites de Kindia (CBK), Societé Anglo Gold Ashanti de Guinée
(SAG), Société Minière de DINGUIRAYE (SMD), SEMAFO",6.0,July 2007,41897.0,KPMG,http://eiti.org/files/Guinea%202005%20EITI%20Report.pdf,5,"The report uses US dollars for payments to central government, and the local currency, the Guinean Franc, for payments to local government and import/export taxes. Materiality threshold: not given. Unilateral declarations are included in the figures.  The report does not specify what minerals are mined. "
Guinea2006,2006,Guinea,2006_Guinea,Africa,http://www.itie-guinee.org/,Mining,742672998.8293508,"Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,129435000.0,122473523.42801651,,,,0.17428262533311945,Guinean Franc,5148.75,"Disaggregated by revenue stream, Disaggregated by company",,,,,6.0,"Alumina Company of Guinea (ACG), Compagnie des Bauxites de Guinée (CBG), Compagnie des Bauxites de Kindia (CBK), Societé Anglo Gold Ashanti de Guinée
(SAG), Société Minière de DINGUIRAYE (SMD), SEMAFO",6.0,March 2012,41950.0,Deloitte,http://eiti.org/files/Guinea-2006-EITI-Report.pdf,"4, 5, 6",Company total payments include community development payments made by companies to local communities (reported unilaterally by companies for a total of GNF 8 632 000 000 (see p.6)).
Guinea2007,2007,Guinea,2007_Guinea,Africa,http://www.itie-guinee.org/,Mining,849729588.1848149,"Profits/Taxes, Dividends, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,171775146.47727105,173554249.65628326,,,,0.20215271877752974,Guinean Franc,4078.94,"Disaggregated by revenue stream, Disaggregated by company",,,,,6.0,"Compagnie des Bauxites de Guinée (CBG), Compagnie des Bauxites de Kindia (CBK), Rusal Friguia, Société Ashanti Goldfields (SAG), Société Minière de Dinguiraye (SMD), Société d’Exploitation Minière d’Afrique de l’Ouest
(SEMAFO)",4.0,August 2012,41950.0,Moore Stephens LLP,http://eiti.org/files/Guinea-2007-EITI-Report.pdf,"24, 43, 44-53","The government disclosed its income from artisanal mining collected by the entities: ""La Banque Centrale de la République de Guinée"", and ""Le Bureau Nationale d'Expertise"".   The report also covers the following revenue streams: ""Mining tax for bauxite and alumina"", and ""Exportation tax for gold and diamonds"".  Company total payments include voluntary social payments made by companies to local communities (reported unilaterally by companies for a total of GNF 12 904 151 410 (see p.7)). Two national trading companies (comptoirs), BNE and BCRG, did not report; their payments were reported unilaterally by govt.  "
Guinea2008,2008,Guinea,2008_Guinea,Africa,http://www.itie-guinee.org/,Mining,1009984285.0424124,"Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,211216758.63145587,212638919.54098818,,,,0.20912875750595092,Guinean Franc,4592.91,"Disaggregated by revenue stream, Disaggregated by company",,,,,6.0,"Compagnie des Bauxites de Guinée (CBG), Compagnie des Bauxites de Kindia (CBK), Rusal Friguia, Société Ashanti Goldfields (SAG), Société Minière de Dinguiraye (SMD), Société d’Exploitation Minière d’Afrique de l’Ouest
(SEMAFO)",4.0,August 2012,41952.0,Moore Stephens LLP,http://eiti.org/files/Guinea-2008-EITI-Report.pdf,"24, 43, 44-53","The government disclosed its income from artisanal mining collected by the entities: ""La Banque Centrale de la République de Guinée"", and ""Le Bureau Nationale d'Expertise"".   The report also covers the following revenue streams: ""Mining tax for bauxite and alumina"", and ""Exportation tax for gold and diamonds"".  Company total payments include voluntary social payments made by companies to local communities (reported unilaterally by companies for a total of 17 868 691 856 GNF (see p.7)). Two national trading companies (comptoirs), BNE and BCRG, did not report; their payments were reported unilaterally by govt.  "
Guinea2009,2009,Guinea,2009_Guinea,Africa,http://www.itie-guinee.org/,Mining,977480739.5101072,"Profits/Taxes, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,204355820.14115614,216639913.76901186,,,,0.20906378190487415,Guinean Franc,4772.02,"Disaggregated by revenue stream, Disaggregated by company",,,,,6.0,"Compagnie des Bauxites de Guinée (CBG), Compagnie des Bauxites de Kindia (CBK), Rusal Friguia, Société Ashanti Goldfields (SAG), Société Minière de Dinguiraye (SMD), Société d’Exploitation Minière d’Afrique de l’Ouest (SEMAFO)",4.0,August 2012,41952.0,Moore Stephens LLP,http://eiti.org/files/Guinea-2009-EITI-Report.pdf,"24, 43, 44-53","The governemnt disclosed its income from artisanal mining collected by the entities: ""La Banque Centrale de la République de Guinée"", and ""Le Bureau Nationale d'Expertise"".   The report also covers the following revenue streams: ""Mining tax for bauxite and alumina"", and ""Exportation tax for gold and diamonds"".  Company total payments include voluntary social payments made by companies to local communities (reported unilaterally by companies for a total of 14 010 928 359 GNF (see p.7)). Two national trading companies (comptoirs), BNE and BCRG, did not report; their payments were reported unilaterally by govt.  "
Guinea2010,2010,Guinea,2010_Guinea,Africa,http://www.itie-guinee.org/,Mining,1050128701.1507769,"Profits/Taxes, Dividends, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,218560221.14787036,220836821.31086206,,,,0.2081270809076664,Guinean Franc,5773.3,"Disaggregated by revenue stream, Disaggregated by company",,,,,7.0,"Compagnie des Bauxites de Guinée (CBG), Compagnie des Bauxites de Kindia (CBK), Rusal Friguia, Société Ashanti Goldfields (SAG), Société Minière de Dinguiraye (SMD), Société d’Exploitation Minière d’Afrique de l’Ouest (SEMAFO), Rio Tinto",5.0,August 2012,41952.0,Moore Stephens LLP,http://eiti.org/files/Guinea-2010-EITI-Report.pdf,"24, 42, 43-53","The governemnt disclosed its income from artisanal mining collected by the entities: ""La Banque Centrale de la République de Guinée"", and ""Le Bureau Nationale d'Expertise"".  The report also covers the following revenue streams: ""Mining tax for bauxite and alumina"", and ""Exportation tax for gold and diamonds"". Company total payments include voluntary social payments made by companies to local communities  (reported unilaterally by companies for a total of 12 804 665 961 (see p.7)). Two national trading companies (comptoirs), BNE and BCRG, did not report; their payments were reported unilaterally by govt.  "
Guinea2011,2011,Guinea,2011_Guinea,Africa,http://www.itie-guinee.org/,Mining,1283736393.579596,"Profits/Taxes, Royalties, Dividends, Other significant benefits to government",Does not include payments made in-kind,,975948622.4958882,982235037.0811987,,,,0.7602406750925973,Guinean Franc,6669.93,"Disaggregated by revenue stream, Disaggregated by company",,,,,26.0,"Mining companies: COMPAGNIE DES BAUXITES DE GUINEE CBG, ANGLOGOLD ASHANTI DE GUINEE SAG SA., Sté. MINIERE DE DINGUIRAYE (SMD), SIMFER S.A / RIO TINTO, Sté. SEMAFO-GUINEE SA, ALLIANCE MINING COMMODITIES AMC, RUSAL FRIGUIA, Sté HENAN-CHINE, Sté GUITER MINING SA, COMPAGNIE DES BAUXITES DE KINDIA (CBK), Sté DES MINES DE FER DE GUINEE (SMFG), SOCIETE BSGR GUINEE LIMITED / VALEE, Sté WEGA MINING GUINEE SA., Sté BELLZONE HOLDING PTY.LTD., Sté. ALUFER - PITA -LABE, Sté. CASSIDY GOLD GUINEE-SARL, Sté DELTA LOG, Sté GDC MINING AND OIL & GAS SA. Diamond trading companies (Comptoirs): FELLA SANDANFARA, IDC, RUFEX SARL. Gold trading companies (Comptoirs): SOFICOM, ETS DANTA, L.B, BOROKO MINING, M BUSINESS.",26.0,December 2013,41953.0,Moore Stephens LLP,http://eiti.org/files/Guinea-2011-EITI-Report-FR.pdf,"34-37, 44-47, 54","eiti.org figures only included the reconciled revenue flows detailed on p.35-37. Here, Total Payments by Companies includes unilaterally reported payments: ""other"" payments, payments to local governments, and voluntary social payments. Total Received by Govt includes unilateral receipts from small traders (comptoirs) and quarries (le secteur d’exploitation des carrières). Also included in both govt revenue and company payment totals is an ""exceptional"" payment from Rio Tinto of $700,000,000. The government unilaterally reported transfers  it made to local governments of 3 898 491 262 GNF and transfers it made to the Fonds d'Investissement Minier totalling 42 500 585 333 GNF (see p.47-48); these transfers are not included in revenue/payment totals. Subtotals by commodity cannot be calculated based on company-by-company data in Annex 6 because some companies produce more than one commodity, or did not report which commodity they produce. State revenues by commodity presented on p.44 cannot be used here because they include payments reported unilaterally by companies as well as those reported unilaterally by govt."
Guinea2012,2012,Guinea,2012_Guinea,Africa,http://www.itie-guinee.org/,Mining,1284378425.849036,"Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,371466405.8297514,379858335.16916144,,,,0.28921881460613463,Guinean Franc,6944.55,"Disaggregated by revenue stream, Disaggregated by company",,,,,26.0,"Mining companies: COMPAGNIE DES BAUXITES DE GUINEE CBG, ANGLOGOLD ASHANTI DE GUINEE SAG SA., Sté. MINIERE DE DINGUIRAYE (SMD), SIMFER S.A / RIO TINTO, Sté. SEMAFO-GUINEE SA, ALLIANCE MINING COMMODITIES AMC, RUSAL FRIGUIA, Sté HENAN-CHINE, Sté GUITER MINING SA, COMPAGNIE DES BAUXITES DE KINDIA (CBK), Sté DES MINES DE FER DE GUINEE (SMFG), SOCIETE BSGR GUINEE LIMITED / VALEE, Sté WEGA MINING GUINEE SA., Sté BELLZONE HOLDING PTY.LTD., Sté. ALUFER - PITA -LABE, Sté. CASSIDY GOLD GUINEE-SARL, Sté DELTA LOG, Sté GDC MINING AND OIL & GAS SA. Diamond trading companies (Comptoirs): FELLA SANDANFARA, IDC, RUFEX SARL. Gold trading companies (Comptoirs): SOFICOM, ETS DANTA, L.B, BOROKO MINING, M BUSINESS. ",26.0,December 2013,41953.0,Moore Stephens LLP,http://eiti.org/files/Guinea-2012-EITI-Report-FR.pdf,"34-36, 46-49, 56","The USGS Mineral Yearbook 2012 is not yet available. Note that eiti.org figures only included the reconciled revenue flows detailed on p.34-36. Here, Total Payments by Companies includes unilaterally reported payments: ""other"" payments, payments to local governments, and voluntary social payments. Total Received by Govt includes unilateral receipts from small traders (comptoirs) and quarries (le secteur d’exploitation des carrières), and ""other"" unilaterally reported revenues. The government unilaterally reported transfers it made to local governments of 3,844,321,277 GNF and transfers it made to the Fonds d'Investissement Minier totalling 24,645,489,166 GNF (see p.46-49); these transfers are not included in revenue/payment totals. Subtotals by commodity cannot be calculated based on company-by-company data in Annex 6 because some companies produce more than one commodity, or did not report which commodity they produce. State revenues by commodity presented on p.45 cannot be used here because they include payments reported unilaterally by companies as well as those reported unilaterally by govt."
